Geneid	wt_R1	wt_R2	mu_R1	mu_R2
FGRRES_11501	0	0	0	0
FGRRES_11502	0	0	0	0
FGRRES_11503	2	5	1	0
FGRRES_11504	3	0	0	1
FGRRES_11505	31	26	10	6
FGRRES_17532	42	36	20	25
FGRRES_17531	81	53	22	17
FGRRES_17740	14	5	28	31
FGRRES_11508	1	1	1	0
FGRRES_13937	0	1	0	0
FGRRES_15657_M	64	50	121	67
FGRRES_20327	0	0	0	0
FGRRES_20328	0	0	0	0
FGRRES_14027_16070_11614_M	432	431	186	166
FGRRES_11613_M	515	508	242	254
FGRRES_16071	30	11	8	15
FGRRES_20329	0	0	0	0
FGRRES_20330	21	25	21	12
FGRRES_16654	0	0	0	0
FGRRES_12918	8	2	0	0
FGRRES_12919	27	13	10	8
FGRRES_06431	4	5	2	1
FGRRES_06432_M	1	1	0	0
FGRRES_06433	4	11	0	1
FGRRES_16655_M	6	4	2	0
FGRRES_16656	0	2	1	0
FGRRES_06436	87	52	22	15
FGRRES_06437_M	13	11	15	13
FGRRES_16657	150	135	284	238
FGRRES_06439	1	2	0	4
FGRRES_06440	197	154	453	447
FGRRES_16658_M	0	0	0	0
FGRRES_06442	7	0	3	0
FGRRES_06443	1	3	0	3
FGRRES_20331	0	0	0	1
FGRRES_06444	0	0	0	0
FGRRES_06445	1	1	0	0
FGRRES_16659	62	52	7	6
FGRRES_06447_M	6	4	11	6
FGRRES_06448_M	21	26	12	2
FGRRES_12920	3	2	7	2
FGRRES_06449	3	3	3	3
FGRRES_06450_M	6	12	9	5
FGRRES_06451	0	1	1	0
FGRRES_06452	0	0	0	0
FGRRES_06453	0	1	0	3
FGRRES_06454	27	28	28	12
FGRRES_06455	16	10	15	14
FGRRES_17682	14	10	8	2
FGRRES_06457	7	1	9	7
FGRRES_12921	40	50	16	10
FGRRES_12922	16	24	19	17
FGRRES_06459	3	3	5	5
FGRRES_06460_M	289	244	57	64
FGRRES_16661	2	1	2	0
FGRRES_06462	1	2	5	4
FGRRES_06463	28	31	48	40
FGRRES_06464	441	412	297	242
FGRRES_06465	2	1	3	9
FGRRES_06466	53	52	51	27
FGRRES_06467	42	38	55	47
FGRRES_15357	0	0	0	0
FGRRES_06468	48	61	37	38
FGRRES_06469	84	103	36	34
FGRRES_06470	0	3	2	2
FGRRES_15358	0	0	0	0
FGRRES_12923	0	1	0	1
FGRRES_06471	99	88	44	41
FGRRES_16662	258	250	143	131
FGRRES_15359	0	0	0	0
FGRRES_06473_M	5331	6014	4509	5105
FGRRES_06474	258	220	114	78
FGRRES_15360	2	5	1	2
FGRRES_06475_M	0	0	2	0
FGRRES_06476	0	0	0	0
FGRRES_15361	0	0	0	0
FGRRES_06477	33	31	31	15
FGRRES_06478	102	94	85	61
FGRRES_06479	442	498	791	775
FGRRES_12924	5	2	4	8
FGRRES_12925	191	152	238	224
FGRRES_06480	339	359	456	410
FGRRES_16663_M	199	160	152	119
FGRRES_06482	53	59	63	48
FGRRES_15362	3	2	0	1
FGRRES_06483	1517	1511	1370	1075
FGRRES_16664	103	123	59	66
FGRRES_12928	5	1	3	0
FGRRES_06485	4	3	1	4
FGRRES_12929_M	0	1	3	1
FGRRES_12930	2	0	0	0
FGRRES_16665	294	289	425	366
FGRRES_15363	0	0	0	0
FGRRES_06487	2	4	0	0
FGRRES_06488	146	119	146	94
FGRRES_06489_M	320	267	409	436
FGRRES_06490	0	0	0	0
FGRRES_06491	0	0	0	0
FGRRES_06492	103	64	38	30
FGRRES_20332	56	68	91	54
FGRRES_12931	11	10	14	23
FGRRES_15364	1	4	24	21
FGRRES_12932	22	24	13	13
FGRRES_15365	12	8	7	11
FGRRES_06493	11853	14582	9216	9673
FGRRES_06494	2546	2491	3474	3028
FGRRES_06495	276	260	138	102
FGRRES_06496_M	773	766	349	331
FGRRES_06497	73	99	57	54
FGRRES_16666	0	1	0	0
FGRRES_06498	7	23	3	5
FGRRES_16667	1149	1136	2307	2137
FGRRES_15367	0	1	1	0
FGRRES_06500	35	30	23	29
FGRRES_16668	409	379	152	156
FGRRES_06502	456	427	166	157
FGRRES_06503_M	462	507	369	363
FGRRES_16669	1001	903	711	719
FGRRES_16670	9	7	11	5
FGRRES_16671	0	5	0	2
FGRRES_06506	34	52	47	33
FGRRES_06507	890	985	678	586
FGRRES_12933_M	0	0	0	2
FGRRES_06508	2822	3195	24579	28911
FGRRES_06509	4718	4638	6429	6393
FGRRES_06510	1360	1424	1149	964
FGRRES_06511	5108	5000	1607	1501
FGRRES_06512	37	20	5	10
FGRRES_06513	132	130	19	32
FGRRES_06514	425	374	151	128
FGRRES_06515	48	41	15	29
FGRRES_06516	19	14	6	5
FGRRES_06517	38	27	24	14
FGRRES_06518	28	30	36	14
FGRRES_06519	16	11	11	7
FGRRES_06520	1120	916	1167	1017
FGRRES_06521	268	204	140	67
FGRRES_06522	4	6	15	2
FGRRES_06523	63	67	38	17
FGRRES_06524	341	373	381	310
FGRRES_17683	648	615	276	225
FGRRES_12935	129	100	330	324
FGRRES_06526	1378	1603	2900	2975
FGRRES_06527	2316	2384	1937	1771
FGRRES_15353	72	59	240	164
FGRRES_06528	136	108	66	41
FGRRES_06529_M	1539	1427	2705	2435
FGRRES_06530	545	570	337	322
FGRRES_06531	3108	2830	2577	2377
FGRRES_15354	57	41	91	117
FGRRES_06532_M	871	986	665	575
FGRRES_06533	103	83	86	95
FGRRES_06534	572	514	616	586
FGRRES_16672_M	93	68	46	48
FGRRES_06536	10	6	15	6
FGRRES_06537	215	191	164	127
FGRRES_06538	152	132	88	117
FGRRES_06539	246	216	130	106
FGRRES_06540	14	15	14	7
FGRRES_06541	12	21	5	8
FGRRES_06542_M	1627	1448	642	499
FGRRES_16673	719	735	351	344
FGRRES_06544	4029	4455	17215	17567
FGRRES_06545	662	694	1031	950
FGRRES_06546_M	592	592	1049	920
FGRRES_20333	2	5	2	4
FGRRES_20334	9	16	6	7
FGRRES_15355	36	36	50	33
FGRRES_06547	486	450	242	188
FGRRES_06548	15329	16077	77612	75848
FGRRES_06549	981	1041	2507	2425
FGRRES_06550_M	15559	15045	57233	57014
FGRRES_06551_M	30	31	71	69
FGRRES_16674	2647	2241	2024	1477
FGRRES_06553	640	545	851	810
FGRRES_06554	1334	1464	945	893
FGRRES_16675_M	190	172	295	255
FGRRES_16676	4149	4052	3196	2847
FGRRES_16677_M	445	363	968	883
FGRRES_06558	537	523	536	522
FGRRES_16678	43	34	17	15
FGRRES_06560	1050	933	3500	2938
FGRRES_06561	1065	1213	994	1027
FGRRES_06562	329	314	151	132
FGRRES_16679_8_M	1231	1117	974	875
FGRRES_12936	1	1	4	3
FGRRES_06564_M	380	378	304	223
FGRRES_16681	513	467	711	723
FGRRES_06566	676	569	398	379
FGRRES_12937	612	630	498	474
FGRRES_12938	3492	3717	2158	2035
FGRRES_12939	1067	969	1374	1347
FGRRES_12940	1911	1822	894	865
FGRRES_06569_M	180	175	92	94
FGRRES_12941_M	5	5	4	1
FGRRES_06570	298	265	160	129
FGRRES_06571_M	336	311	228	219
FGRRES_06572	7424	7811	21061	20276
FGRRES_12942	0	0	0	1
FGRRES_06573	308	283	263	250
FGRRES_06574	863	679	595	516
FGRRES_06575	7484	7745	7642	7844
FGRRES_06576_M	1859	2047	995	857
FGRRES_06577	403	348	189	173
FGRRES_06578	43	56	30	18
FGRRES_06579	112	110	94	80
FGRRES_06580	6783	6959	3913	3378
FGRRES_20335	2	5	4	3
FGRRES_06581	1124	1121	931	821
FGRRES_16682	3307	3216	3091	3080
FGRRES_06583	3350	3831	2786	2727
FGRRES_06584	109	54	139	118
FGRRES_17684_M	581	552	297	315
FGRRES_16683	189	171	66	49
FGRRES_06586	575	600	194	175
FGRRES_06587	3208	3834	1371	1273
FGRRES_06588	340	341	179	148
FGRRES_16684	1141	1029	682	648
FGRRES_06590_M	293	272	434	389
FGRRES_06591_M	179	172	165	167
FGRRES_06592	610	670	680	651
FGRRES_06593	129	133	54	54
FGRRES_06594	79	62	52	45
FGRRES_06595_M	198	196	237	242
FGRRES_06596	713	636	592	521
FGRRES_06597	458	404	325	291
FGRRES_06598	965	1172	964	861
FGRRES_06599	214	214	103	95
FGRRES_06600	311	297	817	675
FGRRES_06601_M	228	178	145	138
FGRRES_06602	1606	1289	2340	1891
FGRRES_12944	14005	11561	35036	37283
FGRRES_12945	6013	5279	10588	9542
FGRRES_06605	1058	1190	659	552
FGRRES_15105	0	0	0	4
FGRRES_06606	1060	1024	746	655
FGRRES_06607_M	1211	1443	1191	1017
FGRRES_15106	0	0	0	0
FGRRES_06608	20	12	14	8
FGRRES_15107	90	91	168	207
FGRRES_20336	1749	1817	1978	2004
FGRRES_12946_M	127	143	386	276
FGRRES_16685	145	142	114	135
FGRRES_20337	1	3	1	4
FGRRES_06609	57	36	26	18
FGRRES_06610	7175	6820	5845	5148
FGRRES_06611_M	1571	1767	1068	906
FGRRES_06612	62	85	50	60
FGRRES_20338	10	14	22	10
FGRRES_06613	14	5	5	9
FGRRES_16686	494	446	492	520
FGRRES_20339	1	1	0	1
FGRRES_15368	0	0	0	0
FGRRES_15369	1	0	0	1
FGRRES_12948	3	4	3	5
FGRRES_06615	1426	1273	735	659
FGRRES_15371	4	3	11	16
FGRRES_15372_06616_M	6848	7615	4898	4686
FGRRES_06617_M	459	563	229	192
FGRRES_20340	20	12	20	12
FGRRES_15373	18	8	8	2
FGRRES_06618	38	27	19	13
FGRRES_06619	398	423	175	133
FGRRES_06620	65	56	38	21
FGRRES_20341	24	15	23	14
FGRRES_16687	75	72	54	57
FGRRES_06622	11	16	20	13
FGRRES_16688	4	2	4	0
FGRRES_06624	1	1	29	16
FGRRES_06625	36	30	23	17
FGRRES_16689	276	241	170	131
FGRRES_16690_M	1594	1638	485	407
FGRRES_12949	59	55	22	14
FGRRES_16691	682	664	684	578
FGRRES_15374	0	3	2	3
FGRRES_06627_M	1921	1979	1409	1226
FGRRES_06628	1218	1143	214	184
FGRRES_06629	1166	1092	386	392
FGRRES_12951	1	1	1	0
FGRRES_16692_M	1111	1192	1021	1002
FGRRES_06630	774	754	720	656
FGRRES_06631_M	1206	987	1148	995
FGRRES_06632	304	256	49	35
FGRRES_06633	2501	2364	3634	3395
FGRRES_06634	340	369	226	186
FGRRES_06635	2068	2032	1230	1072
FGRRES_06636	814	833	1250	1178
FGRRES_20342	6	4	3	1
FGRRES_12953	21	20	17	10
FGRRES_16693	2470	2358	1736	1505
FGRRES_06638	897	742	734	645
FGRRES_16694	868	904	578	516
FGRRES_06640	144	115	76	57
FGRRES_06641	1188	1187	581	519
FGRRES_06642	1293	1460	972	879
FGRRES_06643	370	348	151	141
FGRRES_06644	4427	4511	3424	3042
FGRRES_06645	1914	1864	2848	2701
FGRRES_06646	2531	2594	2349	1973
FGRRES_06647	3120	3146	2323	2129
FGRRES_12954	52	54	27	28
FGRRES_12955	2558	3274	1731	1648
FGRRES_12956	2295	2241	1504	1345
FGRRES_06649	204	177	108	81
FGRRES_12957	34	22	23	7
FGRRES_06650	20	28	15	11
FGRRES_12958	9	3	6	7
FGRRES_06651	157	153	141	105
FGRRES_06652	427	539	287	240
FGRRES_16695	5614	5073	5351	4878
FGRRES_16696	177	159	97	77
FGRRES_06655	1889	1724	1229	1189
FGRRES_06656	113	114	146	135
FGRRES_06657	8971	8571	6354	5608
FGRRES_06658	304	369	258	245
FGRRES_06659_M	1317	1244	747	580
FGRRES_12959	5	2	4	6
FGRRES_06660	680	665	399	384
FGRRES_06661_M	206	192	92	84
FGRRES_06662	1050	1081	653	653
FGRRES_16697	187	167	251	191
FGRRES_06664	3998	4242	4176	4221
FGRRES_06665	22	22	27	36
FGRRES_12960	0	0	2	6
FGRRES_06666	1397	1480	2570	2524
FGRRES_16698	1826	1703	1507	1139
FGRRES_06668	4358	5383	2190	1853
FGRRES_12963	0	0	0	0
FGRRES_06669	1238	1151	897	842
FGRRES_06670	729	649	404	374
FGRRES_20343	0	2	4	2
FGRRES_06671	298	287	436	416
FGRRES_06672	941	800	658	557
FGRRES_15375	0	0	0	0
FGRRES_16699	121	121	69	78
FGRRES_16700_M	670	729	416	421
FGRRES_06675	841	988	433	388
FGRRES_06676	24597	26428	16620	17107
FGRRES_06677	227	246	162	134
FGRRES_06678	7850	8277	2772	2475
FGRRES_06679_M	1090	958	614	495
FGRRES_16701	921	919	818	636
FGRRES_06681	580	606	139	118
FGRRES_06682	1411	1123	7983	6923
FGRRES_06683	1615	1280	908	631
FGRRES_06684	782	687	270	218
FGRRES_06685_M	1146	1037	896	785
FGRRES_12964	4	0	1	0
FGRRES_16702	353	413	205	228
FGRRES_06687	621	587	323	238
FGRRES_06688	1315	1431	3859	3759
FGRRES_06689	197	193	138	95
FGRRES_06690	392	282	242	212
FGRRES_06691	486	413	164	140
FGRRES_06692	28947	30704	59280	52735
FGRRES_06693	2176	2237	2911	3053
FGRRES_06694	422	359	172	132
FGRRES_06695	256	236	120	120
FGRRES_06696	588	589	234	199
FGRRES_06697	674	784	523	449
FGRRES_06698	2168	1987	1748	1457
FGRRES_12965_M	1444	1368	4000	3289
FGRRES_06699	5447	4741	6130	6024
FGRRES_12966	230	255	129	125
FGRRES_16703	177	147	150	123
FGRRES_15378	23	14	15	9
FGRRES_06701	736	790	997	953
FGRRES_06702	6748	7601	5027	4697
FGRRES_06703	527	618	232	280
FGRRES_17685_M	1033	1096	730	593
FGRRES_06705	1101	1071	220	173
FGRRES_06706	2715	3111	2078	1843
FGRRES_15376	3	1	5	7
FGRRES_06707	661	591	535	556
FGRRES_06708	197	149	141	103
FGRRES_06709	216	204	96	88
FGRRES_06710	6418	5979	4656	3855
FGRRES_15377	283	250	138	111
FGRRES_12969	48	47	14	22
FGRRES_06711	594	559	404	343
FGRRES_06712	4150	3916	3338	3036
FGRRES_12970_M	995	1039	364	349
FGRRES_12971	30	28	10	12
FGRRES_06715	2195	2179	1943	1549
FGRRES_15379	15	13	4	4
FGRRES_20344	29	20	18	14
FGRRES_16705_M	111	99	53	41
FGRRES_06717	240	208	135	141
FGRRES_06718_M	333	296	174	163
FGRRES_06719	244	237	120	89
FGRRES_06720_M	483	546	324	335
FGRRES_06721	772	604	316	350
FGRRES_06722	1402	1401	1516	1365
FGRRES_06723	1237	1315	810	657
FGRRES_06724_M	1915	1898	559	425
FGRRES_06725	348	287	264	251
FGRRES_06726	306	345	246	226
FGRRES_12972_M	76	78	126	116
FGRRES_12973_M	3376	3035	4076	3589
FGRRES_06727	2987	2892	2682	2527
FGRRES_06728	69	36	103	86
FGRRES_12974	1497	1403	869	736
FGRRES_12975_M	1578	1733	1113	943
FGRRES_06730	1736	1698	489	461
FGRRES_06731	190	167	136	128
FGRRES_12976_M	86	77	65	68
FGRRES_12977	34	36	37	38
FGRRES_20345	2	1	0	0
FGRRES_06733	253	216	145	145
FGRRES_16706	592	573	609	533
FGRRES_06734	105	62	58	33
FGRRES_15381	5	0	5	0
FGRRES_15010_12980_M	336	347	247	250
FGRRES_06735_M	1290	1125	1017	1004
FGRRES_06736	2010	2110	2716	2921
FGRRES_06737	379	396	260	187
FGRRES_06738	344	334	348	313
FGRRES_06739	951	824	576	473
FGRRES_16707	515	399	279	221
FGRRES_16708	2532	2251	1199	975
FGRRES_12981_M	197	207	156	132
FGRRES_15385	26	24	15	5
FGRRES_15382	11	4	3	2
FGRRES_06742_M	879	969	739	708
FGRRES_06743	1898	1771	985	805
FGRRES_06744	2011	1994	3685	3465
FGRRES_06745_M	158	126	66	47
FGRRES_06746_M	256	236	137	127
FGRRES_16709	1291	1077	963	716
FGRRES_16710	172	116	129	78
FGRRES_06749	875	960	581	561
FGRRES_16711	713	598	318	269
FGRRES_15383	13	9	5	7
FGRRES_06751	621	664	1154	1308
FGRRES_06752	415	440	423	406
FGRRES_15384	0	1	2	1
FGRRES_20346	8	8	7	15
FGRRES_12982	24	18	21	7
FGRRES_20347	1243	1033	2074	1755
FGRRES_12983	1560	1371	2339	2526
FGRRES_12984	2027	1593	3379	3225
FGRRES_16712_M	2724	2363	2042	1601
FGRRES_06754_M	1539	1374	942	722
FGRRES_06755_M	497	546	208	184
FGRRES_16713	1794	1614	1308	1263
FGRRES_06757	4441	4485	2342	1833
FGRRES_06758	99	85	59	34
FGRRES_06759	740	669	459	403
FGRRES_06760_M	855	774	502	419
FGRRES_06761	1395	1495	697	653
FGRRES_06762	1357	1376	835	718
FGRRES_12986	32	38	38	47
FGRRES_12987	173	143	104	113
FGRRES_20348	10	2	10	10
FGRRES_06763	322	364	91	107
FGRRES_06764	114	97	59	49
FGRRES_16714	302	320	125	107
FGRRES_15386	1	0	2	1
FGRRES_06766	362	336	545	498
FGRRES_06767	3063	3182	1868	1908
FGRRES_06768	2009	1931	1029	824
FGRRES_06769	1921	1709	1092	929
FGRRES_16715	1780	1838	1814	1610
FGRRES_06771	2470	2404	4962	4815
FGRRES_06772_M	437	370	403	438
FGRRES_06773	2	0	3	0
FGRRES_12988	3	6	11	4
FGRRES_06774_M	411	337	429	340
FGRRES_15387_M	27	32	55	62
FGRRES_06775	3218	3611	4137	4554
FGRRES_06776	190	185	87	50
FGRRES_06777	471	397	191	213
FGRRES_16716	416	419	212	195
FGRRES_15388	16	5	4	3
FGRRES_15003	9873	8669	7937	8077
FGRRES_20349	1	0	0	5
FGRRES_06780	14049	16294	5206	4825
FGRRES_06781	1355	1178	1274	1148
FGRRES_06782	44	36	65	61
FGRRES_06783	389	264	388	332
FGRRES_06784	902	867	520	464
FGRRES_06785	1738	1721	1618	1782
FGRRES_06786	846	816	463	360
FGRRES_12989	125	91	15	12
FGRRES_15389	8	11	2	1
FGRRES_06787	641	555	419	399
FGRRES_06788	707	709	148	148
FGRRES_06789	252	248	111	115
FGRRES_16717	1659	1528	1106	878
FGRRES_06791	544	572	167	97
FGRRES_06792	2492	2431	12022	11098
FGRRES_16718	1468	1403	1425	1234
FGRRES_06794	481	423	521	408
FGRRES_16719	1303	1075	1334	1043
FGRRES_06796_M	2073	2192	1222	1162
FGRRES_12990	0	0	0	1
FGRRES_06797	461	414	338	271
FGRRES_16720	855	849	434	407
FGRRES_06799_M	1204	1112	428	342
FGRRES_06800_M	590	579	406	387
FGRRES_06801	1091	1030	775	779
FGRRES_06802	1590	1672	285	203
FGRRES_06803_M	1039	904	734	655
FGRRES_06804	21017	23737	10004	10433
FGRRES_06805	2228	2550	1988	1794
FGRRES_16721	813	767	539	499
FGRRES_06807	1177	1016	1398	1416
FGRRES_12991_M	476	401	572	526
FGRRES_12992	1	2	2	4
FGRRES_06809	998	919	754	684
FGRRES_06810	6204	5746	2277	1903
FGRRES_06811	2416	2164	1574	1288
FGRRES_17686	66	45	30	43
FGRRES_12993	9	7	7	11
FGRRES_15390	0	0	0	0
FGRRES_06813	589	552	297	276
FGRRES_06814	1380	1249	996	809
FGRRES_06815_M	202	185	77	73
FGRRES_06816	2310	2225	2630	2580
FGRRES_06817_M	655	620	797	696
FGRRES_06818	1164	961	786	711
FGRRES_06819	602	440	294	261
FGRRES_06820	310	276	215	177
FGRRES_06821	896	980	157	159
FGRRES_15391	1	0	0	0
FGRRES_06822	6632	7086	1877	1786
FGRRES_06823	1044	943	723	594
FGRRES_06824	354	343	315	280
FGRRES_06825	18220	18355	10214	9186
FGRRES_06826_M	731	602	380	328
FGRRES_06827_M	7344	7799	3408	3005
FGRRES_16722	381	375	970	866
FGRRES_06829	88	74	103	93
FGRRES_06830	570	518	2412	2181
FGRRES_16723	14772	13862	9191	7863
FGRRES_06832	652	591	294	277
FGRRES_06833_M	2710	2472	2941	2486
FGRRES_15392	0	4	2	2
FGRRES_06834_M	280	258	186	124
FGRRES_16724	157	165	108	104
FGRRES_06836	514	437	326	259
FGRRES_16725	1421	1413	1014	813
FGRRES_16726	735	645	522	420
FGRRES_16727	2882	2747	1855	1737
FGRRES_06840	556	515	184	149
FGRRES_06841	14427	14538	4255	3986
FGRRES_16728_M	4170	4084	4814	4196
FGRRES_06843	2017	2114	828	786
FGRRES_06844	1807	1712	1073	857
FGRRES_06845	1758	1931	1179	1086
FGRRES_06846	3458	3136	9996	8690
FGRRES_06847	10883	11146	7642	6814
FGRRES_12996	48	40	45	33
FGRRES_12997	298	359	269	235
FGRRES_06849	658	572	359	283
FGRRES_06850	3169	3373	1712	1541
FGRRES_06851	165	181	124	92
FGRRES_06852	193	163	101	108
FGRRES_16729	10	3	6	4
FGRRES_16730	85	57	36	19
FGRRES_12999	97	81	207	187
FGRRES_06855	685	746	343	272
FGRRES_06856	1787	1798	946	814
FGRRES_06857	658	537	257	226
FGRRES_13000_M	1363	1335	798	690
FGRRES_06858	791	719	422	353
FGRRES_13001	14	2	10	4
FGRRES_06859	452	453	424	386
FGRRES_06860	710	703	564	501
FGRRES_06861	4128	3832	2930	2556
FGRRES_16731_M	1205	1109	677	639
FGRRES_06863	284	269	104	94
FGRRES_06864	731	763	494	468
FGRRES_06865	1010	882	581	425
FGRRES_06866	584	476	392	364
FGRRES_06867	152	140	90	91
FGRRES_06868	220	224	656	547
FGRRES_06869	29	15	554	468
FGRRES_06870	163	159	86	78
FGRRES_06871	5364	6135	5401	5402
FGRRES_06872	11	22	22	22
FGRRES_15393	17	18	26	18
FGRRES_13003	1	2	2	1
FGRRES_06873	244	248	396	356
FGRRES_06874	4455	4471	2109	1920
FGRRES_06875	5082	5496	3312	3000
FGRRES_16732	1391	1329	626	449
FGRRES_13006	543	525	535	432
FGRRES_06877	599	559	303	229
FGRRES_06878	7064	6989	2181	2059
FGRRES_06879	509	444	307	287
FGRRES_15394_M	1	1	0	0
FGRRES_06880	1431	1487	636	496
FGRRES_06881_M	431	375	158	132
FGRRES_13007	102	102	47	40
FGRRES_13008	553	497	336	304
FGRRES_13009	167	169	386	337
FGRRES_13010	1394	1251	899	772
FGRRES_06884	200	174	153	157
FGRRES_16733	9325	8808	10121	9841
FGRRES_06886	1275	1165	729	683
FGRRES_13011	92	84	58	51
FGRRES_13012	1769	1691	2178	2167
FGRRES_13013	1	1	2	1
FGRRES_13014	1166	1001	1299	1230
FGRRES_06888	1467	1369	1412	1358
FGRRES_06889	48	49	34	28
FGRRES_15396	755	729	390	321
FGRRES_06890	2259	2231	3258	2994
FGRRES_06891	4542	4118	3408	2769
FGRRES_16734_M	1037	899	1110	1043
FGRRES_06893	6459	6467	3116	2463
FGRRES_06894	584	574	360	261
FGRRES_06895	7275	8185	4831	4529
FGRRES_13015	7	15	13	11
FGRRES_16735_M	1163	1107	966	733
FGRRES_06897	647	575	1069	1107
FGRRES_06898_M	2	6	20	21
FGRRES_06899_M	2	14	10	3
FGRRES_06900	744	673	508	395
FGRRES_06901_M	136	154	146	152
FGRRES_06902_M	94	95	87	79
FGRRES_06903	2261	2096	1458	1144
FGRRES_16736	61	55	39	39
FGRRES_06905	329	256	386	343
FGRRES_06906	527	578	401	341
FGRRES_06907	894	803	689	458
FGRRES_16737	181	144	92	105
FGRRES_06909	552	661	288	244
FGRRES_06910	578	482	288	234
FGRRES_06911	19604	16957	18303	17159
FGRRES_06912_M	4435	4082	3555	3160
FGRRES_15397	10	8	11	4
FGRRES_13016	4	6	6	1
FGRRES_06913	23	19	30	23
FGRRES_06914	1970	1631	946	792
FGRRES_16738	327	231	176	162
FGRRES_06916	17	26	7	9
FGRRES_06917	25123	30813	33746	43776
FGRRES_06918	1328	1344	2680	2370
FGRRES_06919	109	108	148	164
FGRRES_06920	514	531	243	232
FGRRES_06921_M	3535	3648	1916	1472
FGRRES_06922	7029	6257	2966	2439
FGRRES_16739	1735	1776	1158	1144
FGRRES_06924	5993	6697	2220	2217
FGRRES_06925	308	288	129	139
FGRRES_13017	3268	3236	4140	3431
FGRRES_13018	3312	2982	1983	1564
FGRRES_06927_M	1482	1411	695	610
FGRRES_15398	0	0	0	0
FGRRES_16740	19	12	34	19
FGRRES_06929	244	216	115	102
FGRRES_06930	894	792	521	399
FGRRES_06931	7240	8346	2917	2520
FGRRES_16741	2033	2197	914	885
FGRRES_16742	1088	1060	541	516
FGRRES_06934	269	218	163	152
FGRRES_06935	642	489	479	346
FGRRES_06936_M	503	525	351	268
FGRRES_06937	363	302	107	94
FGRRES_13019	37	31	41	28
FGRRES_06938	2669	2840	1896	1836
FGRRES_15399	0	2	2	0
FGRRES_16743	2506	2258	968	810
FGRRES_13020	36	16	30	19
FGRRES_15400	0	0	2	0
FGRRES_15401	1	0	4	2
FGRRES_06940	581	486	302	273
FGRRES_06941	324	302	205	171
FGRRES_06942	622	591	324	264
FGRRES_16744	587	543	435	301
FGRRES_06944	2287	2242	1873	1685
FGRRES_20350	9	7	4	6
FGRRES_13021	48	38	45	26
FGRRES_06945	3876	3950	3026	2440
FGRRES_06946	1205	1127	1013	1018
FGRRES_13022	3	3	5	0
FGRRES_13023	5	0	3	14
FGRRES_15402_M	2	2	2	0
FGRRES_06947	1571	1677	675	692
FGRRES_06948	1924	1834	1017	726
FGRRES_13024	1074	995	841	747
FGRRES_13025	28	28	27	25
FGRRES_16745	1513	1426	916	742
FGRRES_06951	963	1001	549	456
FGRRES_16746	18691	18168	15022	13497
FGRRES_16747	1414	1212	760	582
FGRRES_06954	1248	1172	806	591
FGRRES_06955	1690	1802	693	666
FGRRES_16748	1459	1339	940	736
FGRRES_16749_M	3487	3805	3110	2869
FGRRES_13029	2	0	1	4
FGRRES_17687	1303	1288	735	635
FGRRES_06958	1781	1760	884	888
FGRRES_06959	743	713	637	480
FGRRES_06960	133	101	71	55
FGRRES_16750	388	414	228	183
FGRRES_06962	531	493	218	151
FGRRES_15405	0	0	0	0
FGRRES_06963	241	233	143	85
FGRRES_13030	540	487	613	523
FGRRES_13031	791	717	322	273
FGRRES_16751	6009	5723	4244	4049
FGRRES_16752	483	422	248	202
FGRRES_16753	358	325	64	53
FGRRES_20351	12	11	11	10
FGRRES_06967	44	42	50	39
FGRRES_06968	13	9	8	4
FGRRES_06969	780	715	545	522
FGRRES_06970	2095	1980	1475	1522
FGRRES_06971_M	219	220	149	115
FGRRES_06972_M	356	381	119	93
FGRRES_06973	2767	2523	4161	3936
FGRRES_06974	389	464	239	237
FGRRES_06975	3712	3609	3523	3399
FGRRES_15403	0	1	1	1
FGRRES_15404	0	0	0	0
FGRRES_06976	14	25	15	10
FGRRES_15406	3	3	0	0
FGRRES_06977	1889	1954	853	845
FGRRES_16754	1210	1166	755	729
FGRRES_06979_M	10099	9162	6686	5775
FGRRES_06980	5	3	1	3
FGRRES_06981	499	415	333	260
FGRRES_06982	303	232	139	148
FGRRES_06983_M	16	17	19	15
FGRRES_06984	350	389	315	256
FGRRES_13033_M	1047	1000	176	149
FGRRES_06985	122	104	85	41
FGRRES_13034	17	15	4	2
FGRRES_13035	27	10	6	5
FGRRES_06986	159	121	167	82
FGRRES_16755	2456	2182	1456	1266
FGRRES_06988	413	497	432	378
FGRRES_16203_M	11	16	15	16
FGRRES_16989_M	63	69	87	59
FGRRES_06990	647	634	295	229
FGRRES_16756	336	272	388	434
FGRRES_06992	2157	2177	2689	2593
FGRRES_06993	88	101	70	82
FGRRES_06994	249	282	311	294
FGRRES_13036	1	4	5	1
FGRRES_06995	141	117	86	99
FGRRES_06996	482	462	347	311
FGRRES_06997	168	173	73	52
FGRRES_06998	1717	1682	1012	862
FGRRES_16757	812	814	468	430
FGRRES_07000	2209	2051	1619	1535
FGRRES_17688_M	1168	1121	545	472
FGRRES_16758_M	1111	959	198	193
FGRRES_16759	149	127	59	57
FGRRES_07003	30	34	54	39
FGRRES_07004	3716	4067	2646	2518
FGRRES_13041	236	172	171	112
FGRRES_07005	1128	1061	1090	1012
FGRRES_15407	135	109	61	54
FGRRES_07006	122	100	63	50
FGRRES_07007	567	467	579	560
FGRRES_07008	636	549	294	275
FGRRES_16760	6113	6165	3991	3770
